document_id	line	token_index	token	token_pos	tag
121288	0	1	About	ADP	O
121288	0	3	us	PRON	O
121288	0	4	:	PUNCT	O
121288	0	6	BetterMe	PROPN	O
121288	0	7	is	AUX	O
121288	0	9	a	DET	O
121288	0	10	#	SYM	O
121288	0	11	1	NUM	O
121288	0	12	Health&Fitness	PROPN	O
121288	0	13	publisher	NOUN	O
121288	0	14	in	ADP	O
121288	0	16	the	DET	O
121288	0	17	world	NOUN	O
121288	0	18	in	ADP	O
121288	0	20	terms	NOUN	O
121288	0	21	of	ADP	O
121288	0	23	installs	NOUN	O
121288	0	24	and	CCONJ	O
121288	0	25	grossing	VERB	O
121288	0	26	for	ADP	O
121288	0	27	2019	NUM	O
121288	0	28	according	VERB	O
121288	0	29	to	ADP	O
121288	0	31	Appannie	PROPN	O
121288	0	32	.	PUNCT	O
121288	0	33	For	ADP	O
121288	0	34	the	DET	O
121288	0	35	last	ADJ	O
121288	0	36	year	NOUN	O
121288	0	37	and	CCONJ	O
121288	0	38	a	DET	O
121288	0	40	half	NOUN	O
121288	0	41	","	PUNCT	O
121288	0	42	BetterMe	PROPN	O
121288	0	43	was	AUX	O
121288	0	44	downloaded	VERB	O
121288	0	45	more	ADJ	O
121288	0	46	than	SCONJ	O
121288	0	47	50	NUM	O
121288	0	49	million	NUM	O
121288	0	50	times	NOUN	O
121288	0	51	","	PUNCT	O
121288	0	52	on	ADP	O
121288	0	54	both	CCONJ	O
121288	0	55	iOS	PROPN	O
121288	0	56	and	CCONJ	O
121288	0	57	Android	PROPN	O
121288	0	58	.	PUNCT	O
121288	0	59	We	PRON	O
121288	0	61	also	ADV	O
121288	0	62	have	AUX	O
121288	0	63	the	DET	O
121288	0	64	largest	ADJ	O
121288	0	65	health	NOUN	O
121288	0	66	and	CCONJ	O
121288	0	67	fitness	NOUN	O
121288	0	68	app	NOUN	O
121288	0	69	community	NOUN	O
121288	0	70	on	ADP	O
121288	0	72	Facebook	PROPN	O
121288	0	73	","	PUNCT	O
121288	0	74	with	ADP	O
121288	0	75	over	ADP	O
121288	0	76	5	NUM	O
121288	0	78	million	NUM	O
121288	0	79	women	NOUN	O
121288	0	80	.	PUNCT	O
121288	0	81	Our	DET	O
121288	0	82	apps	NOUN	O
121288	0	83	have	AUX	O
121288	0	84	an	DET	O
121288	0	86	average	ADJ	O
121288	0	87	rating	NOUN	O
121288	0	88	of	ADP	O
121288	0	90	4.5	NUM	O
121288	0	91	*	PUNCT	O
121288	0	92	in	ADP	O
121288	0	94	the	DET	O
121288	0	95	App	PROPN	O
121288	0	96	Store	PROPN	O
121288	0	97	.	PUNCT	O
121288	0	98	All	DET	O
121288	0	99	this	DET	O
121288	0	100	became	VERB	O
121288	0	101	possible	ADJ	O
121288	0	102	through	ADP	O
121288	0	103	a	DET	O
121288	0	105	team	NOUN	O
121288	0	106	of	ADP	O
121288	0	108	100	NUM	O
121288	0	109	talented	ADJ	O
121288	0	110	world	NOUN	O
121288	0	111	-	PUNCT	O
121288	0	112	class	NOUN	O
121288	0	113	professionals	NOUN	O
121288	0	114	from	ADP	O
121288	0	115	Kyiv	PROPN	O
121288	0	116	.	PUNCT	O
121288	1	1	We	PRON	O
121288	1	3	are	AUX	O
121288	1	4	the	DET	O
121288	1	5	largest	ADJ	O
121288	1	6	partner	NOUN	O
121288	1	7	of	ADP	O
121288	1	9	Facebook	PROPN	O
121288	1	10	","	PUNCT	O
121288	1	11	Google	PROPN	O
121288	1	12	","	PUNCT	O
121288	1	13	Snapchat	PROPN	O
121288	1	14	","	PUNCT	O
121288	1	15	and	CCONJ	O
121288	1	16	Twitter	PROPN	O
121288	1	17	from	ADP	O
121288	1	18	CIS	PROPN	O
121288	1	19	.	PUNCT	O
121288	1	20	We	PRON	O
121288	1	22	have	AUX	O
121288	1	23	extensive	ADJ	O
121288	1	24	experience	NOUN	O
121288	1	25	in	ADP	O
121288	1	27	user	NOUN	O
121288	1	28	acquisition	NOUN	O
121288	1	30	/	SYM	O
121288	1	31	analytics	NOUN	O
121288	1	33	/	SYM	O
121288	1	34	ROI	PROPN	O
121288	1	36	calcs	NOUN	O
121288	1	37	","	PUNCT	O
121288	1	38	and	CCONJ	O
121288	1	39	we	PRON	O
121288	1	41	work	VERB	O
121288	1	42	with	ADP	O
121288	1	43	highly	ADV	O
121288	1	44	advanced	ADJ	O
121288	1	45	technologies	NOUN	O
121288	1	46	.	PUNCT	O
121288	2	1	Our	DET	O
121288	2	2	mission	NOUN	O
121288	2	3	is	AUX	O
121288	2	5	to	PART	O
121288	2	7	help	VERB	O
121288	2	8	people	NOUN	O
121288	2	9	create	VERB	O
121288	2	10	happiness	NOUN	O
121288	2	11	within	ADP	O
121288	2	12	","	PUNCT	O
121288	2	13	and	CCONJ	O
121288	2	14	we	PRON	O
121288	2	16	achieve	VERB	O
121288	2	17	it	PRON	O
121288	2	19	by	ADP	O
121288	2	21	analyzing	VERB	O
121288	2	22	client	NOUN	O
121288	2	23	’s	PART	O
121288	2	24	behavior	NOUN	O
121288	2	25	","	PUNCT	O
121288	2	26	creating	VERB	O
121288	2	27	personalized	ADJ	O
121288	2	28	data	NOUN	O
121288	2	29	profiles	NOUN	O
121288	2	30	","	PUNCT	O
121288	2	31	and	CCONJ	O
121288	2	32	ensuring	VERB	O
121288	2	33	a	DET	O
121288	2	35	reliable	ADJ	O
121288	2	36	and	CCONJ	O
121288	2	37	long	ADV	O
121288	2	38	-	PUNCT	O
121288	2	39	lasting	VERB	O
121288	2	40	relationship	NOUN	O
121288	2	41	between	ADP	O
121288	2	43	us	PRON	O
121288	2	44	.	PUNCT	O
121288	3	1	There	PRON	O
121288	3	2	are	AUX	O
121288	3	3	500	NUM	O
121288	3	4	million	NUM	O
121288	3	5	people	NOUN	O
121288	3	6	in	ADP	O
121288	3	8	the	DET	O
121288	3	9	world	NOUN	O
121288	3	10	who	PRON	O
121288	3	11	value	VERB	O
121288	3	12	a	DET	O
121288	3	14	healthy	ADJ	O
121288	3	15	lifestyle	NOUN	O
121288	3	16	","	PUNCT	O
121288	3	17	and	CCONJ	O
121288	3	18	we	PRON	O
121288	3	20	believe	VERB	O
121288	3	21	that	SCONJ	O
121288	3	22	every	DET	O
121288	3	23	one	NUM	O
121288	3	24	of	ADP	O
121288	3	26	them	PRON	O
121288	3	27	should	VERB	O
121288	3	28	be	AUX	O
121288	3	30	a	DET	O
121288	3	32	BetterMe	PROPN	O
121288	3	33	customer	NOUN	O
121288	3	34	.	PUNCT	O
121288	3	35	We	PRON	O
121288	3	37	plan	VERB	O
121288	3	38	to	PART	O
121288	3	40	capture	VERB	O
121288	3	41	the	DET	O
121288	3	42	growth	NOUN	O
121288	3	43	of	ADP	O
121288	3	45	the	DET	O
121288	3	46	Global	PROPN	O
121288	3	47	Health	PROPN	O
121288	3	48	Market	PROPN	O
121288	3	49	","	PUNCT	O
121288	3	50	and	CCONJ	O
121288	3	51	our	DET	O
121288	3	52	ideal	ADJ	O
121288	3	53	candidate	NOUN	O
121288	3	54	focuses	VERB	O
121288	3	55	on	ADP	O
121288	3	57	building	VERB	O
121288	3	58	the	DET	O
121288	3	59	largest	ADJ	O
121288	3	60	Health	PROPN	O
121288	3	61	company	NOUN	O
121288	3	62	in	ADP	O
121288	3	64	the	DET	O
121288	3	65	world	NOUN	O
121288	3	66	.	PUNCT	O
121288	4	1	About	ADP	O
121288	4	2	you	PRON	O
121288	4	3	:	PUNCT	O
121288	4	5	About	ADV	O
121288	4	6	2	NUM	B-exp
121288	4	8	years	NOUN	I-exp
121288	4	9	of	ADP	I-exp
121288	4	11	experience	NOUN	L-exp
121288	4	12	in	ADP	O
121288	4	14	a	DET	O
121288	4	16	product	NOUN	O
121288	4	17	company	NOUN	O
121288	4	18	working	VERB	O
121288	4	19	with	ADP	O
121288	4	20	data	NOUN	B-skill
121288	4	21	analytics	NOUN	L-skill
121288	4	22	;	PUNCT	O
121288	5	1	Analytical	ADJ	O
121288	5	2	mindset	NOUN	O
121288	5	3	;	PUNCT	O
121288	5	4	ability	NOUN	O
121288	5	5	to	PART	O
121288	5	7	structure	NOUN	O
121288	5	8	information	NOUN	O
121288	5	9	and	CCONJ	O
121288	5	10	dive	VERB	O
121288	5	11	deeper	ADJ	O
121288	5	12	when	ADV	O
121288	5	13	it	PRON	O
121288	5	15	is	AUX	O
121288	5	17	needed	VERB	O
121288	5	18	;	PUNCT	O
121288	6	1	Experience	NOUN	O
121288	6	2	with	ADP	O
121288	6	3	data	NOUN	B-skill
121288	6	4	visualization	NOUN	I-skill
121288	6	5	tools	NOUN	L-skill
121288	6	6	","	PUNCT	O
121288	6	7	BI	PROPN	U-skill
121288	6	9	techniques	NOUN	O
121288	6	10	(	PUNCT	O
121288	6	11	Tableau	PROPN	U-skill
121288	6	12	)	PUNCT	O
121288	6	13	;	PUNCT	O
121288	7	1	Full	ADJ	O
121288	7	2	proficiency	NOUN	O
121288	7	3	in	ADP	O
121288	7	5	SQL	PROPN	U-skill
121288	7	6	and	CCONJ	O
121288	7	7	Excel	PROPN	U-skill
121288	7	8	;	PUNCT	O
121288	8	1	Programming	NOUN	O
121288	8	2	experience	NOUN	O
121288	8	3	in	ADP	O
121288	8	5	Python	PROPN	U-skill
121288	8	6	is	AUX	O
121288	8	8	a	DET	O
121288	8	10	must	VERB	O
121288	8	11	;	PUNCT	O
121288	9	1	Strong	ADJ	O
121288	9	2	English	PROPN	O
121288	9	3	written	VERB	O
121288	9	4	/	SYM	O
121288	9	5	verbal	ADJ	O
121288	9	6	communication	NOUN	O
121288	9	7	skills	NOUN	O
121288	9	8	.	PUNCT	O
121288	10	1	Will	VERB	O
121288	10	2	be	AUX	O
121288	10	4	a	DET	O
121288	10	6	plus	NOUN	O
121288	10	7	:	PUNCT	O
121288	11	1	Experience	NOUN	O
121288	11	2	with	ADP	O
121288	11	3	3rd	ADJ	O
121288	11	4	party	NOUN	O
121288	11	5	product	NOUN	O
121288	11	6	analytics	NOUN	O
121288	11	7	systems	NOUN	O
121288	11	8	(	PUNCT	O
121288	11	9	e.g.	ADP	O
121288	11	10	Amplitude	PROPN	U-skill
121288	11	11	","	PUNCT	O
121288	11	12	Facebook	PROPN	B-skill
121288	11	13	Analytics	PROPN	U-skill
121288	11	14	","	PUNCT	O
121288	11	15	Firebase	PROPN	U-skill
121288	11	16	","	PUNCT	O
121288	11	17	AppsFlyer	PROPN	U-skill
121288	11	18	)	PUNCT	O
121288	11	19	;	PUNCT	O
121288	12	1	Experience	NOUN	O
121288	12	2	with	ADP	O
121288	12	3	A	NOUN	B-skill
121288	12	4	/	SYM	I-skill
121288	12	5	B	NOUN	I-skill
121288	12	6	testing	NOUN	L-skill
121288	12	7	.	PUNCT	O
121288	13	1	h4	PROPN	O
121288	13	2	>	X	O
121288	13	3	Your	DET	O
121288	13	4	impact	NOUN	O
121288	13	5	:	PUNCT	O
121288	14	1	Primarily	ADV	O
121288	14	2	work	VERB	O
121288	14	3	with	ADP	O
121288	14	4	Marketing	NOUN	O
121288	14	5	team	NOUN	O
121288	14	6	and	CCONJ	O
121288	14	7	help	NOUN	O
121288	14	8	to	PART	O
121288	14	10	make	VERB	O
121288	14	11	correct	ADJ	O
121288	14	12	data	NOUN	O
121288	14	13	-	PUNCT	O
121288	14	14	informed	VERB	O
121288	14	15	decisions	NOUN	O
121288	14	16	;	PUNCT	O
121288	15	1	Evolve	PROPN	O
121288	15	2	data	NOUN	O
121288	15	3	analytics	NOUN	O
121288	15	4	processes	NOUN	O
121288	15	5	and	CCONJ	O
121288	15	6	architecture	NOUN	O
121288	15	7	;	PUNCT	O
121288	16	1	Develop	VERB	O
121288	16	2	standardized	ADJ	O
121288	16	3	dashboards	NOUN	O
121288	16	4	and	CCONJ	O
121288	16	5	ad	NOUN	O
121288	16	7	hoc	X	O
121288	16	8	reports	NOUN	O
121288	16	9	to	PART	O
121288	16	11	inform	VERB	O
121288	16	12	decision	NOUN	O
121288	16	13	making	NOUN	O
121288	16	14	;	PUNCT	O
121288	17	1	Participate	VERB	O
121288	17	2	in	ADP	O
121288	17	4	improving	VERB	O
121288	17	5	the	DET	O
121288	17	6	internal	ADJ	O
121288	17	7	business	NOUN	O
121288	17	8	intelligence	NOUN	O
121288	17	9	system	NOUN	O
121288	17	10	that	DET	O
121288	17	11	consolidates	VERB	O
121288	17	12	financial	ADJ	O
121288	17	13	data	NOUN	O
121288	17	14	(	PUNCT	O
121288	17	15	we	PRON	O
121288	17	17	call	VERB	O
121288	17	18	it	PRON	O
121288	17	20	BetterBI	PROPN	O
121288	17	21	)	PUNCT	O
121288	17	22	.	PUNCT	O
121288	18	1	With	ADP	O
121288	18	2	your	DET	O
121288	18	3	thoughts	NOUN	O
121288	18	4	","	PUNCT	O
121288	18	5	our	DET	O
121288	18	6	business	NOUN	O
121288	18	7	will	VERB	O
121288	18	8	reach	VERB	O
121288	18	9	new	ADJ	O
121288	18	10	heights	NOUN	O
121288	18	11	and	CCONJ	O
121288	18	12	will	VERB	O
121288	18	13	make	VERB	O
121288	18	14	our	DET	O
121288	18	15	users	NOUN	O
121288	18	16	even	ADV	O
121288	18	17	healthier	ADJ	O
121288	18	18	","	PUNCT	O
121288	18	19	sportier	ADJ	O
121288	18	20	","	PUNCT	O
121288	18	21	happier	ADJ	O
121288	18	22	and	CCONJ	O
121288	18	23	better	ADJ	O
121288	18	24	:)	INTJ	O
121288	19	1	At	ADP	O
121288	19	3	the	DET	O
121288	19	4	end	NOUN	O
121288	19	5	we	PRON	O
121288	19	7	finish	VERB	O
121288	19	8	:	PUNCT	O
121288	20	1	You	PRON	O
121288	20	2	will	VERB	O
121288	20	3	be	AUX	O
121288	20	5	working	VERB	O
121288	20	6	with	ADP	O
121288	20	7	a	DET	O
121288	20	9	professional	ADJ	O
121288	20	10	and	CCONJ	O
121288	20	11	motivated	ADJ	O
121288	20	12	team	NOUN	O
121288	20	13	of	ADP	O
121288	20	15	enthusiasts	NOUN	O
121288	20	16	in	ADP	O
121288	20	18	the	DET	O
121288	20	19	environment	NOUN	O
121288	20	20	that	DET	O
121288	20	21	brings	VERB	O
121288	20	22	up	ADP	O
121288	20	24	best	ADV	O
121288	20	25	in	ADP	O
121288	20	27	everyone	PRON	O
